Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Travelling,3G,5,Satisfactory,28.68136891,77.45467219,Uttar Pradesh
Vodafone,Travelling,3G,5,Satisfactory,28.60356407,77.42455355,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,14.75318552,78.53689454,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,19.16645047,72.85430442,Maharashtra
RJio,Indoor,4G,4,Satisfactory,25.1513353,73.12499766,Rajasthan
Vodafone,Indoor,Unknown,3,Poor Voice Quality,18.49541784,73.97939376,Maharashtra
Vodafone,Indoor,Unknown,4,Satisfactory,29.21206386,78.96368757,Uttarakhand
BSNL,Outdoor,Unknown,4,Satisfactory,17.6852379,83.2510135,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,14.75318552,78.53689454,Andhra Pradesh
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,28.6277871,77.4359601,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,25.61139406,85.15889345,Bihar
RJio,Outdoor,4G,5,Satisfactory,10.0373118,76.3288803,Kerala
RJio,Travelling,4G,5,Satisfactory,13.44137151,77.5076814,Karnataka
Idea,Indoor,3G,4,Satisfactory,18.5215756,73.7722868,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.50751167,73.80803167,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.50751167,73.80803167,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.5209925,73.774486,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,17.39109081,78.50105487,Telangana
RJio,Outdoor,4G,4,Satisfactory,20.67373897,75.35400882,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,16.52913253,80.63259407,Andhra Pradesh
Airtel,Outdoor,Unknown,3,Satisfactory,23.18029331,77.43366112,Madhya Pradesh
Airtel,Outdoor,Unknown,3,Satisfactory,23.2272673,77.43716694,Madhya Pradesh
Airtel,Outdoor,Unknown,3,Satisfactory,23.1807937,77.43371343,Madhya Pradesh
Idea,Indoor,Unknown,4,Satisfactory,18.58314591,73.76099575,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,12.9901791,77.55358702,Karnataka
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
BSNL,Travelling,Unknown,5,Satisfactory,32.11112729,76.53138823,Himachal Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.64963157,83.83917103,Uttar Pradesh
Airtel,Indoor,4G,2,Poor Voice Quality,23.6475879,85.3642148,Jharkhand
Vodafone,Indoor,3G,3,Poor Voice Quality,18.49541784,73.97939376,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.6279306,77.4353538,Uttar Pradesh
Airtel,Indoor,3G,2,Poor Voice Quality,28.40508374,77.34303749,Haryana
RJio,Outdoor,4G,2,Poor Voice Quality,28.5869365,76.9968238,NCT
Idea,Indoor,3G,4,Satisfactory,17.3526295,78.4199458,Telangana
RJio,Indoor,4G,4,Satisfactory,28.62340468,77.05537978,NCT
RJio,Outdoor,4G,4,Satisfactory,28.7063487,77.0878749,NCT
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
RJio,Indoor,4G,5,Satisfactory,13.0419966,77.6121812,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419611,77.6118991,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419519,77.6121229,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0418765,77.6121432,Karnataka
Airtel,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0474381,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0489728,77.6237202,Karnataka
Airtel,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.048145,77.621214,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.0419615,77.6121286,Karnataka
Idea,Travelling,3G,4,Satisfactory,30.23150492,75.03360129,Punjab
RJio,Indoor,4G,5,Satisfactory,13.0419503,77.6121254,Karnataka
Airtel,Indoor,4G,5,Satisfactory,19.1145699,72.8649834,Maharashtra
Airtel,Indoor,3G,1,Poor Voice Quality,19.1145923,72.8650077,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,19.1145916,72.8650089,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,25.00366938,72.09305577,Rajasthan
RJio,Indoor,4G,1,Call Dropped,25.00374883,72.09255342,Rajasthan
RJio,Outdoor,4G,3,Poor Voice Quality,26.83156406,75.83104774,Rajasthan
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,5,Satisfactory,28.5732951,76.9817022,Haryana
Vodafone,Indoor,4G,4,Satisfactory,22.2490109,73.20534106,Gujarat
Airtel,Outdoor,4G,4,Satisfactory,28.63882055,77.3405797,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,28.5869365,76.9968238,NCT
RJio,Indoor,4G,3,Poor Voice Quality,18.58314591,73.76099575,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,17.3314057,78.4867378,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,17.4731696,78.3850961,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,17.6687907,83.181145,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,17.6687907,83.181145,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,17.748339,83.257124,Andhra Pradesh
BSNL,Indoor,2G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.4834255,88.4051916,West Bengal
Airtel,Indoor,Unknown,2,Poor Voice Quality,23.6475879,85.3642148,Jharkhand
Airtel,Indoor,Unknown,5,Satisfactory,26.9180574,75.8124375,Rajasthan
Idea,Indoor,3G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,Unknown,5,Satisfactory,13.07842409,80.16631419,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,14.75334663,78.53700177,Andhra Pradesh
RJio,Travelling,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,28.5869365,76.9968238,NCT
Airtel,Travelling,Unknown,2,Poor Voice Quality,22.54031877,88.33900071,West Bengal
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,8.478163001,76.97155595,Kerala
BSNL,Indoor,Unknown,3,Satisfactory,8.47815244,76.97155855,Kerala
RJio,Indoor,4G,3,Satisfactory,8.47815244,76.97155855,Kerala
BSNL,Indoor,Unknown,3,Satisfactory,8.478116607,76.97182769,Kerala
RJio,Indoor,4G,3,Satisfactory,8.478116607,76.97182769,Kerala
Airtel,Indoor,4G,1,Poor Voice Quality,19.1164519,73.0048082,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,24.17145751,78.18546426,Madhya Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,17.51305489,78.47570525,Telangana
RJio,Indoor,4G,3,Poor Voice Quality,18.58314591,73.76099575,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,19.202415,72.9779969,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.4834255,88.4051916,West Bengal
RJio,Travelling,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,Unknown,5,Satisfactory,13.07836648,80.16634023,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,13.5433038,78.5158568,Andhra Pradesh
Airtel,Outdoor,4G,4,Satisfactory,11.2418694,77.23351,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,11.2418694,77.23351,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,13.6204462,79.4269848,Andhra Pradesh
Airtel,Indoor,3G,1,Poor Voice Quality,23.6475879,85.3642148,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,17.23824117,78.42903469,Telangana
RJio,Indoor,4G,3,Satisfactory,13.6189795,79.4251512,Andhra Pradesh
Airtel,Outdoor,3G,4,Satisfactory,20.7128743,81.53699015,Chhattisgarh
Airtel,Outdoor,4G,4,Satisfactory,20.7128743,81.53699015,Chhattisgarh
RJio,Outdoor,4G,5,Satisfactory,28.64759463,77.16300738,NCT
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,17.4263599,78.3353762,Telangana
Vodafone,Outdoor,3G,4,Satisfactory,18.4841863,73.8140967,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,28.2098891,79.538424,Uttar Pradesh
Idea,Indoor,Unknown,5,Satisfactory,18.51770833,73.6615,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.23653,72.48344833,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.66503531,73.72851852,Maharashtra
RJio,Indoor,4G,1,Call Dropped,0,0,NA
RJio,Indoor,4G,5,Satisfactory,22.0884414,82.1449252,Chhattisgarh
RJio,Indoor,4G,1,Call Dropped,0,0,NA
RJio,Indoor,4G,1,Call Dropped,0,0,NA
RJio,Indoor,4G,4,Satisfactory,0,0,NA
RJio,Indoor,4G,1,Call Dropped,0,0,NA
Airtel,Travelling,Unknown,3,Satisfactory,22.5456152,88.3479324,West Bengal
RJio,Outdoor,4G,3,Poor Voice Quality,26.83156232,75.83106237,Rajasthan
BSNL,Outdoor,2G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,17.0046061,81.7682349,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.4724324,78.3855842,Telangana
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.66503531,73.72851852,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,17.04403651,82.16630209,Andhra Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,23.6475879,85.3642148,Jharkhand
Airtel,Outdoor,4G,4,Satisfactory,20.7128743,81.53699015,Chhattisgarh
Airtel,Outdoor,3G,4,Satisfactory,20.7128743,81.53699015,Chhattisgarh
RJio,Travelling,4G,1,Poor Voice Quality,27.49394601,80.99919057,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,17.4724324,78.3855842,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,28.1259935,77.3161091,Haryana
RJio,Outdoor,4G,5,Satisfactory,12.9425559,77.572599,Karnataka
Airtel,Indoor,Unknown,3,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
Vodafone,Indoor,Unknown,4,Satisfactory,11.08505743,76.99879822,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,17.2542329,82.5378659,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.47692972,88.36648934,West Bengal
RJio,Outdoor,4G,5,Satisfactory,17.2542329,82.5378659,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,20.9820694,75.58542448,Maharashtra
RJio,Travelling,4G,4,Satisfactory,25.45179569,81.87449648,Uttar Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,10.0373118,76.3288803,Kerala
Airtel,Indoor,4G,1,Poor Voice Quality,17.0045863,81.7682048,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,20.9820694,75.58542448,Maharashtra
RJio,Indoor,4G,5,Satisfactory,24.73332143,92.78806005,Assam
Idea,Indoor,4G,4,Satisfactory,-1,-1,NA
Idea,Indoor,3G,3,Poor Voice Quality,-1,-1,NA
Idea,Indoor,4G,4,Satisfactory,-1,-1,NA
Idea,Indoor,3G,3,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,22.64165987,88.43992025,West Bengal
RJio,Indoor,4G,5,Satisfactory,24.73332143,92.78806005,Assam
Idea,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.4834255,88.4051916,West Bengal
RJio,Outdoor,4G,1,Poor Voice Quality,25.86882999,81.73170259,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,17.4724324,78.3855842,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,Unknown,4,Satisfactory,11.08505743,76.99879822,Tamil Nadu
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,16.52914709,80.63261347,Andhra Pradesh
Idea,Indoor,3G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,5,Satisfactory,24.73314035,92.78793503,Assam
RJio,Travelling,4G,5,Satisfactory,17.23901768,78.4264657,Telangana
Airtel,Indoor,4G,4,Satisfactory,26.9113707,75.8125599,Rajasthan
Airtel,Indoor,Unknown,1,Poor Voice Quality,28.63946054,77.23127859,NCT
Vodafone,Outdoor,4G,5,Satisfactory,28.6191846,77.4252198,Uttar Pradesh
Vodafone,Outdoor,Unknown,5,Satisfactory,28.6191846,77.4252198,Uttar Pradesh
Vodafone,Outdoor,4G,5,Satisfactory,28.6191846,77.4252198,Uttar Pradesh
Vodafone,Travelling,Unknown,5,Satisfactory,28.6191846,77.4252198,Uttar Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,28.6223855,77.3671452,Uttar Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,28.6223714,77.3674858,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.6223148,77.3673037,Uttar Pradesh
Vodafone,Outdoor,Unknown,5,Satisfactory,28.6223148,77.3673037,Uttar Pradesh
Vodafone,Outdoor,4G,5,Satisfactory,28.6231546,77.3676489,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,28.6244811,77.367038,Uttar Pradesh
Vodafone,Outdoor,Unknown,5,Satisfactory,28.6244811,77.367038,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.6244811,77.367038,Uttar Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,28.6244811,77.367038,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.6223543,77.3671678,Uttar Pradesh
Vodafone,Indoor,3G,5,Satisfactory,28.61902856,77.42528856,Uttar Pradesh
Vodafone,Indoor,Unknown,5,Satisfactory,28.6190604,77.4252116,Uttar Pradesh
Airtel,Outdoor,Unknown,1,Poor Voice Quality,21.79762904,87.21860541,Odisha
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
RJio,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
Airtel,Indoor,3G,3,Satisfactory,17.36859604,78.51785811,Telangana
BSNL,Indoor,Unknown,2,Poor Voice Quality,11.76252564,76.00306607,Kerala
RJio,Outdoor,4G,3,Poor Voice Quality,26.83156232,75.83106237,Rajasthan
RJio,Outdoor,4G,3,Poor Voice Quality,26.83197672,75.8314921,Rajasthan
Idea,Indoor,Unknown,1,Poor Voice Quality,18.45923453,73.86928551,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,27.2089934,78.0229419,Uttar Pradesh
Airtel,Indoor,3G,2,Poor Voice Quality,17.36859604,78.51785811,Telangana
Tata,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,21.05224472,81.73704974,Chhattisgarh
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.19111175,74.80069451,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.23901768,78.4264657,Telangana
BSNL,Indoor,Unknown,2,Poor Voice Quality,22.46516588,70.08187925,Gujarat
RJio,Indoor,4G,4,Satisfactory,13.0934285,77.55090054,Karnataka
RJio,Outdoor,4G,4,Satisfactory,23.00107971,72.58821609,Gujarat
Airtel,Indoor,3G,4,Satisfactory,28.50851221,77.08360856,Haryana
Airtel,Indoor,4G,4,Satisfactory,18.9160522,72.8179055,Maharashtra
RJio,Indoor,4G,4,Satisfactory,13.09365751,77.55101257,Karnataka
Airtel,Indoor,4G,4,Satisfactory,18.9160275,72.8178837,Maharashtra
Tata,Indoor,Unknown,1,Call Dropped,19.34149833,72.83502333,Maharashtra
Tata,Indoor,Unknown,1,Poor Voice Quality,19.34149833,72.83502333,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,18.9593071,72.80980068,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,18.9160522,72.8179055,Maharashtra
Airtel,Indoor,3G,2,Poor Voice Quality,18.9593071,72.80980068,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.50851221,77.08360856,Haryana
RJio,Outdoor,4G,5,Satisfactory,17.2542329,82.5378659,Andhra Pradesh
BSNL,Outdoor,Unknown,4,Satisfactory,11.00938659,77.0570506,Tamil Nadu
RJio,Indoor,4G,1,Poor Voice Quality,21.19111175,74.80069451,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,26.91916465,75.7315856,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.91856878,75.73228014,Rajasthan
BSNL,Outdoor,2G,1,Poor Voice Quality,26.91970064,75.78723877,Rajasthan
BSNL,Outdoor,3G,1,Poor Voice Quality,26.91970064,75.78723877,Rajasthan
BSNL,Outdoor,3G,1,Poor Voice Quality,26.91970064,75.78723877,Rajasthan
BSNL,Outdoor,2G,1,Poor Voice Quality,26.91911892,75.73153702,Rajasthan
BSNL,Indoor,Unknown,2,Poor Voice Quality,24.733068,92.78794345,Assam
Airtel,Indoor,4G,3,Poor Voice Quality,18.9160545,72.8179061,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,28.1259935,77.3161091,Haryana
RJio,Indoor,4G,5,Satisfactory,20.2927616,85.83605143,Odisha
RJio,Indoor,4G,5,Satisfactory,20.28552606,85.85759243,Odisha
Vodafone,Indoor,3G,5,Satisfactory,28.6189403,77.4253257,Uttar Pradesh
Airtel,Travelling,4G,1,Poor Voice Quality,28.6615632,77.0654502,NCT
Idea,Indoor,3G,2,Poor Voice Quality,23.03067373,72.56428356,Gujarat
Idea,Indoor,3G,2,Poor Voice Quality,23.03067373,72.56428356,Gujarat
BSNL,Indoor,Unknown,5,Satisfactory,20.2407341,85.7699692,Odisha
Vodafone,Indoor,Unknown,5,Satisfactory,12.30680234,76.61580548,Karnataka
BSNL,Travelling,3G,1,Call Dropped,20.36397922,86.11295599,Odisha
BSNL,Travelling,3G,3,Poor Voice Quality,20.29581071,85.85885548,Odisha
RJio,Outdoor,4G,5,Satisfactory,17.2542329,82.5378659,Andhra Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,8.478116607,76.97182769,Kerala
BSNL,Indoor,3G,5,Satisfactory,24.7334916,92.78799636,Assam
Vodafone,Indoor,3G,1,Poor Voice Quality,28.6189403,77.4253257,Uttar Pradesh
BSNL,Indoor,2G,5,Satisfactory,24.73351148,92.78805501,Assam
Idea,Indoor,3G,5,Satisfactory,23.28709333,72.44166667,Gujarat
Idea,Travelling,3G,5,Satisfactory,23.11109833,72.58481833,Gujarat
Vodafone,Travelling,Unknown,3,Poor Voice Quality,18.5779432,73.6844681,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,24.7334553,92.78807708,Assam
Airtel,Outdoor,4G,1,Call Dropped,12.9459423,80.1219869,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,17.448282,78.3629584,Telangana
Idea,Indoor,3G,1,Poor Voice Quality,18.5148469,73.8473963,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,17.2542329,82.5378659,Andhra Pradesh
Airtel,Indoor,2G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,23.23653,72.48344833,Gujarat
RJio,Indoor,Unknown,2,Poor Voice Quality,22.46402325,70.08053883,Gujarat
Airtel,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,28.61951415,77.35475016,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,23.00103965,72.58868401,Gujarat
RJio,Indoor,4G,5,Satisfactory,24.73332143,92.78806005,Assam
Airtel,Travelling,4G,1,Poor Voice Quality,28.6460636,77.2334383,NCT
Idea,Outdoor,4G,5,Satisfactory,17.38501812,78.47673879,Telangana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,19.2069769,73.0024832,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,18.9160509,72.8179039,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,28.61979397,77.35498191,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,17.3818862,78.4784389,Telangana
Idea,Indoor,Unknown,1,Poor Voice Quality,17.4724324,78.3855842,Telangana
RJio,Travelling,4G,1,Call Dropped,16.53788881,80.67108449,Andhra Pradesh
Airtel,Indoor,3G,2,Poor Voice Quality,28.40508374,77.34303749,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,2,Call Dropped,18.50068198,73.93886977,Maharashtra
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1917543,72.8571424,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1918268,72.8571511,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1917741,72.8571411,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1918636,72.8571676,Gujarat
BSNL,Indoor,3G,1,Poor Voice Quality,21.1999515,72.8713018,Gujarat
BSNL,Indoor,3G,1,Poor Voice Quality,21.1999515,72.8713018,Gujarat
BSNL,Indoor,2G,1,Poor Voice Quality,21.1999515,72.8713018,Gujarat
BSNL,Indoor,3G,1,Poor Voice Quality,21.1999515,72.8713018,Gujarat
BSNL,Indoor,3G,1,Poor Voice Quality,21.1999515,72.8713018,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.178583,72.8668711,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.178583,72.8668711,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1917565,72.8571472,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1917543,72.8571424,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1917966,72.8571441,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,21.1919835,72.8572286,Gujarat
RJio,Indoor,4G,5,Satisfactory,26.5802448,89.0118087,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.5802448,89.0118087,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,17.42272913,78.33635509,Telangana
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,4,Satisfactory,18.9162884,72.8180675,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,26.5817458,89.0156926,West Bengal
